source,year,title,doi
Europe PMC,2014,The usefulness of the korean version of penn state worry questionnaire for screening generalized anxiety disorder: a receiver operating characteristic analysis.,10.4306/pi.2014.11.1.12
Europe PMC,2014,"Cross-cultural adaptation, reliability, and validity of the revised korean version of ruminative response scale.",10.4306/pi.2014.11.1.59
OpenAlex,2017,Increased Pathological Worry Levels in Patients with Alopecia Areata,10.4328/jcam.4527
OpenAlex,2016,Martwienie się młodzieży w okresie dorastania a percepcja postaw rodzicielskich,10.4467/20843879pr.16.018.5529
OpenAlex,2026,Style przywiązania i percepcja postaw rodzicielskich a skłonność do martwienia się młodych dorosłych,10.4467/20843879pr.24.019.23388
Europe PMC,2021,Investigating the structural model of procrastination based on transdiagnostic factors.,10.47176/mjiri.35.120
OpenAlex,2025,"Trait anxiety, depression, and insomnia among benign paroxysmal positional vertigo cases: A multidisciplinary cross-sectional study",10.47482/acmr.1595171
OpenAlex,2020,"The Impact of Social Support on Loneliness and Worry Among University Freshmen in Sagaing District, Myanmar",10.47577/tssj.v8i1.832
Europe PMC,2023,Emotional eating in women with generalized anxiety disorder.,10.47626/2237-6089-2021-0399
Europe PMC,2023,Validation and clinical application of the Metacognitions Questionnaire in a sample of Brazilian generalized anxiety disorder patients: the effects of different treatment interventions.,10.47626/2237-6089-2021-0444
Semantic Scholar,2010,Relationships between Depressive Rumination and Perfectionism Cognitions after Partialling out the Influence of Worry,10.4992/pacjpa.74.0_1am090
Semantic Scholar,2010,"The association of thought control strategies with depressive automatic thoughts, rumination, and depressive symptom",10.4992/pacjpa.74.0_1am102
OpenAlex,2020,Psychometric properties of the Japanese version of Geriatric Anxiety Inventory for Japanese community-dwelling older people.,10.4992/pacjpa.84.0_pd-111
OpenAlex,2022,"Análise da relação entre estado de saúde mental e ocorrência de lesões nos atletas profissionais de futebol no campeonato Brasiliense, Candangão",10.5102/pic.n0.2020.8238
OpenAlex,2018,Worrying in people with schizophrenia,10.5114/ppn.2018.74324
OpenAlex,2022,The Association Between Types of Chronic Diseases and Anxiety or Worry in Older Adults,10.51819/jaltc.2022.1227626
OpenAlex,2024,CONTRIBUIÇÕES DA TERAPIA COGNITIVO-COMPORTAMENTAL NO TRATAMENTO DO TRANSTORNO DE ANSIEDADE GENERALIZADA EM ADULTOS: REVISÃO INTEGRATIVA DE LITERATURA,10.51891/rease.v10i10.15953
OpenAlex,2013,Effects Of 12 Weeks Yoga Exercise Program on Psychological Relaxation and Stress Hormone (Norepinephrine) in College Students with Internet Addiction,10.51979/kssls.2013.12.54.959
Europe PMC,2011,Psychometric characteristics of the Penn State Worry Questionnaire in an Argentinean sample: a cross-cultural contribution.,10.5209/rev_sjop.2011.v14.n1.41
OpenAlex,2021,Mediating Role of Rumination in the Relationship of Worry and Unhealthy Eating Behaviors among University Students,10.52131/pjhss.2021.0902.0119
OpenAlex,2021,The Impacts of Propensity to Worry and Fear of COVID-19 on Mental Health of University Students,10.52380/ijpes.2021.8.4.591
OpenAlex,2022,Examining of working memory and cognitive flexibility based on high/low levels of worry and intolerance of uncertainty,10.52547/jps.21.113.939
OpenAlex,2021,Effectiveness of Cognitive Behavioral Therapy based on Intolerance of Uncertainty on Worry and Anxiety in Women with Corona Anxiety (case study),10.52547/rbs.19.3.427
OpenAlex,2021,Cognitive Control in Generalized Anxiety Disorder: Investigation of Proactive and Reactive Inhibition,10.52547/shefa.10.1.65
OpenAlex,2013,The effectiveness of worry exposure in treating generalized anxiety disorder,10.5267/j.msl.2013.05.021
OpenAlex,2025,Which evidence-based short questionnaires are available for diagnosing an anxiety disorder?,10.5281/zenodo.17946015
OpenAlex,2025,Which evidence-based short questionnaires are available for diagnosing an anxiety disorder?,10.5281/zenodo.17946016
OpenAlex,2026,"Worry, rumination, and metacognitive beliefs in adolescents with obesity associated with Binge Eating Disorder (BED) vs. age-matched adolescents with essential obesity: a cross-sectional study",10.5281/zenodo.18224147
OpenAlex,2026,"Worry, rumination, and metacognitive beliefs in adolescents with obesity associated with Binge Eating Disorder (BED) vs. age-matched adolescents with essential obesity: a cross-sectional study",10.5281/zenodo.18224148
OpenAlex,2026,"The association between worry, rumination, and metacognitive beliefs in female adolescents with anorexia nervosa",10.5281/zenodo.21496064
OpenAlex,2026,"The association between worry, rumination, and metacognitive beliefs in female adolescents with anorexia nervosa",10.5281/zenodo.21496065
OpenAlex,2018,The Mediating Role of Pathological Worry in Associations Between Dissociative Experiences and Sleep Quality Among Health Staff,10.5350/sleep.hypn.2017.19.0152
OpenAlex,2025,Efektivitas Sayyidul Istighfar dan Tazkiyatun Nafsi Dalam Menurunkan Overthinking Pada Mahasiswa,10.53866/jimi.v5i5.849
OpenAlex,2019,An expansion of a model of depression in multiple sclerosis : emotion regulation and coping as moderators of the relationship between functional disability and adjustment to disease,10.54014/akww-5k6k
OpenAlex,2019,"Effects of adverse childhood events over metacognitions, rumination, depression and worry in healthy university students",10.5455/annalsmedres.2019.05.269
OpenAlex,2016,Examining psychometric properties of Distress Intolerance Index and Cognitive-Behavioral Avoidance Scale,10.5455/apd.207723
OpenAlex,2013,Validity and Reliability of the Turkish version of the Ruminative Thought Style Questionnaire,10.5455/bcp.20121130122311
OpenAlex,2020,"METACOGNITIVE ASSESSMENT OF OBSESSIVE COMPULSIVE DISORDER: VALIDITY AND RELIABILITY OF THE TURKISH VERSIONS OF THE THOUGHT FUSION INSTRUMENT, BELIEFS ABOUT RITUALS INVENTORY AND STOP SIGNALS QUESTIONNAIRE",10.5455/jcbpr.103888
OpenAlex,2016,Investigation of Pathological Worry and Metacognitive Beliefs in Patients with Irritable Bowel Syndrome,10.5455/nys.2016004
Europe PMC,2021,Classification of subtypes of patients with eating disorders by correspondence analysis.,10.5498/wjp.v11.i7.375
OpenAlex,2023,"Changes in Body Perception, Self-Respect, Life Quality, and Sexuality in Hysterectomy Patients",10.5578/jeurmeds.20239703
Europe PMC,2022,Worry and rumination predict insomnia in patients with coronary heart disease: a cross-sectional study with long-term follow-up.,10.5664/jcsm.9712
Europe PMC,2020,Information Processing and Decision-Making in Pathological Worriers and their Potential Role in Mechanisms of Generalized Anxiety Disorder.,10.5709/acp-0308-7
OpenAlex,2023,"The relationship between procrastination, personality traits, metacognitive beliefs, and worry",10.57127/kpd.26024438m000079xx1
Europe PMC,2023,Impact of the Coronavirus Disease Pandemic on Mental Health Among School Students in Korea During the COVID-19 Pandemic.,10.5765/jkacap.220036
OpenAlex,2023,Assessing Psychometric Properties of the Behavioral Emotion Regulation Questionnaire in an Iranian Population,10.5812/ijpbs-120516
OpenAlex,2018,"Effectiveness of Transcranial Direct Current Stimulation on Worry, Anxiety, and Depression in Generalized Anxiety Disorder: A Randomized, Single-Blind Pharmacotherapy and Sham-Controlled Clinical Trial",10.5812/ijpbs.11071
OpenAlex,2021,Psychometric Properties of the Persian Version of General Emotion Questionnaire-Contrast Avoidance Model,10.5812/ijpbs.114376
OpenAlex,2023,"Investigating the Prevalence of Depression, Anxiety, Stress, and Worry, and Its Relationship with the Academic Performance of Medical Students During the COVID-19 Pandemic in Iran",10.5812/jjcdc-137714
OpenAlex,2025,Efektivitas Guide Journaling Dalam Menurunkan Tingkat Overthinking Pada Mahasiswa Aktif Organisasi,10.59066/ijoms.v4i2.2602
OpenAlex,2025,Tingkat Kecemasan Orang Tua yang Memiliki Anak Tunagrahita di SLB BC Multahada,10.59141/.v7i2.353
OpenAlex,2014,The relationship between low levels of mindfulness skills and pathological worry: The mediating role of psychological inflexibility. [La relación entre habilidades de mindfulness y preocupación patológica: El rol mediador de la inflexibilidad psicológica],10.6018/analesps.30.3.150651
OpenAlex,2018,Penn State Worry Questionnaire-11 validity in Colombia and factorial equivalence across gender and nonclinical and clinical samples,10.6018/analesps.34.3.300281
OpenAlex,2020,Supplementary Material for: A Three-Arm Randomized Clinical Trial Comparing the Efficacy of a Mindfulness-Based Intervention with an Active Comparison Group and Fluoxetine Treatment for Adults with Generalized Anxiety Disorder,10.6084/m9.figshare.13379585
OpenAlex,2022,"Supplementary Material for: Effectiveness of an Internet-Based Self-Help Intervention versus Public Mental Health Advice to Reduce Worry during the COVID-19 Pandemic: A Pragmatic, Parallel-Group, Randomized Controlled Trial",10.6084/m9.figshare.18745094
OpenAlex,2012,Supplementary Material for: Internet-Based Psychodynamic versus Cognitive Behavioral Guided Self-Help for Generalized Anxiety Disorder: A Randomized Controlled Trial,10.6084/m9.figshare.5123659
OpenAlex,2018,"Subjective well-being, religiosity and anxiety: a cross-sectional study applied to a sample of Brazilian medical students",10.6084/m9.figshare.7101047
OpenAlex,2018,"Subjective well-being, religiosity and anxiety: a cross-sectional study applied to a sample of Brazilian medical students",10.6084/m9.figshare.7186079
OpenAlex,2013,WORRY AND META-COGNITIVE BELIEFS IN CHILDHOOD ANXIETY DISORDERS,10.6092/2282-1619/2013.1.932
OpenAlex,2020,An empirical model for understanding the threat responses at the time of COVID-19,10.6092/2282-1619/mjcp-2916
OpenAlex,2013,Prematurità: Interazioni Precoci e Sintomatologia Materna,10.6092/unibo/amsdottorato/5871
OpenAlex,2017,"The Temperamental Trait of Behavioral Inhibition: Characteristics, Assessment and Psychopathological Risk in Preschool Age",10.6092/unibo/amsdottorato/8114
OpenAlex,2024,The effect of Treatment based on Acceptance and Commitment on Pathological Worry and Death Anxiety in Nurses with the Experience of Complicated Grief Caused by COVID-19,10.61186/jhc.26.1.52
OpenAlex,2024,"Predicting illness anxiety symptoms based on worry, alexithymia, intolerance of uncertainty and cognitive emotion regulation strategies",10.61186/jps.23.142.1
OpenAlex,2025,Enhancing the Efficacy of Cognitive Behavioral Therapy with Attentional Bias Modification to Reduce Worry and Emotion Regulation Difficulties in Women with Generalized Anxiety Disorder,10.61186/shefa.13.2.20
OpenAlex,2024,The Mediating Role of Metacognitive Beliefs and Worry in the Relationship Between Intolerance of Uncertainty and Health Anxiety in Female Breast Cancer Survivors,10.61838/jcbl.1.4.15
Semantic Scholar,2025,Prediction of Generalized Anxiety Disorder Based on Self-Handicapping with the Mediating Role of Worry,10.61838/kman.jayps.4283
OpenAlex,2025,"The Effectiveness of Schema Therapy and Cognitive-Behavioral Intolerance of Uncertainty Interventions on Worry States, Thought-Action Fusion, and Cognitive Avoidance in Adolescents with Generalized Anxiety Disorder",10.61838/kman.jayps.4335
OpenAlex,2025,"Effectiveness of Cognitive-Analytic Therapy on Improving Personality Organization, Worry, and Experiential Avoidance in Adolescents with Borderline Personality Disorder",10.61838/kman.jayps.4517
OpenAlex,2026,"Deep Neural Network Modeling of Adolescent Generalized Anxiety Using Attentional Bias, Physiological Arousal, Worry Severity, and Parent–Child Conflict",10.61838/kman.jayps.5235
OpenAlex,2026,"Modeling the Contribution of Cognitive Fusion, Rumination, and Worry to Psychosomatic Distress: An Explainable Machine Learning Study",10.61838/kman.jppr.5165
OpenAlex,2023,"The Effectiveness of Metacognitive Therapy and Compassion-Based Therapy on Reducing Rumination, Anxiety and Worry in Obsessive-Compulsive Patients",10.61838/kman.pdmd.2.3.5
OpenAlex,2025,"The Effectiveness of Intensive Short-Term Psychodynamic Psychotherapy on Worry, Distress Tolerance, and Conflict Management in Adolescents with Obsessive–Compulsive Disorder",10.61838/mhlj.252
OpenAlex,2024,"Effectiveness of Compassion-Enriched Acceptance and Commitment Therapy on Worry, Rumination, and Circadian Sleep Disorders in Adolescent Girls with Generalized Anxiety Disorder in Mashhad",10.61838/qecp.87
OpenAlex,2024,Evaluación del modelo FSD de psicopatología evolucionista en pacientes con TAG,10.63344/7fvc8z75
OpenAlex,2024,Evaluación del Modelo FSD de Psicopatología Evolucionista en Pacientes con Trastorno de Ansiedad Generalizada,10.63344/tdsm9211
Europe PMC,2025,Differential Cerebral White Matter Tract Alterations in Generalized Anxiety Disorder Revealed by Ultra-High Field 7T Diffusion-Weighted Imaging,10.64898/2025.12.26.696598
Europe PMC,2026,Cross-sectional and longitudinal associations between sleep disturbances and psycho-affective symptoms in older adults: influence of amyloid positivity,10.64898/2026.01.15.26344227
OpenAlex,2015,"Attachment Models and Their Relationships With Anxiety, Worry, and Depression",10.65030/idr.13002
OpenAlex,2015,"Evaluation of Written Versus Mental ""Worry-Time"" to Treat Worry",10.65030/idr.13003
OpenAlex,2015,The Hunt for Normal Worry: Empirically Distinguishing Normal and Pathological Worry,10.65030/idr.13004
OpenAlex,2026,Comparing the Effectiveness of Spiritual Therapy and Cognitive-Behavioral Therapy on Anxiety about Illness and Body Image in Women Recovered from Breast Cancer,10.66224/ijbd.19.2.3
OpenAlex,2026,Psychophysiological Changes in Individuals With Repetitive Negative Thinking During Idleness And on Assigning A Cognitive Task: A Biofeedback-Based Comparative Study,10.67440/ahj.vi.2065
OpenAlex,2026,Preocupación patológica en universitarios peruanos: adaptación del PSWQ-5 y su relación con estrés percibido y depresión,10.69639/arandu.v13i1.2117
OpenAlex,2026,Development and Validation of the Anxiety Gauge Test (ANX-G5),10.70316/kmba.2026.9.2.201
OpenAlex,2021,Cognitive-Behavioral Model of Generalized Anxiety Disorder Psychotherapy,10.70594/brain/12.1/174
OpenAlex,2023,Predictors of response to cognitive behavioral therapy guided self-help (GSH-CBT) for generalized anxiety disorder (GAD) in older adults,10.71781/17776
OpenAlex,2011,Emotional stroop performance in older adults,10.7282/t35b01jp
OpenAlex,2018,Neurocognitive mechanisms of transdiagnostic symptom change during attention bias modification,10.7490/f1000research.1116284.1
OpenAlex,2021,Efficacy of Virtual Reality Based Worry Exposure Therapy on the Anxiety Severity and Worry in Generalized Anxiety Disorder,10.7575/aiac.abcmed.v.9n.2p.21
OpenAlex,2022,NA,10.7752/jpes.2022.02040
Europe PMC,2020,Impact of Maladaptive Daydreaming on Grade Point Average (GPA) and the Association Between Maladaptive Daydreaming and Generalized Anxiety Disorder (GAD).,10.7759/cureus.10776
Europe PMC,2023,Comparison of Metacognitive Therapy Versus Cognitive Behavioral Therapy for Generalized Anxiety Disorder: A Meta-Analysis of Randomized Control Trials.,10.7759/cureus.39252
OpenAlex,2021,Validación Preliminar de la Escala de Ansiedad ante la Muerte de Templer en una Muestra Argentina,10.7764/psykhe.2018.21923
OpenAlex,2016,Exploring Therapist Behaviours in Therapist-Assisted Internet-Delivered Cognitive Behavioural Therapy for Generalized Anxiety Disorder: A Mixed Methods Analysis,10.82465/4006
OpenAlex,2020,"Estrés académico, rumiación, perfeccionismo y preocupación: variables predictoras de ansiedad y depresión en estudiantes universitarios",10.82992/intellectum/handle.10818.7841
OpenAlex,2013,12주간 요가운동 프로그램이 인터넷 중독 대학생의 심리안정과 스트레스 호르몬 (norepinephrine)에 미치는 영향,NA
OpenAlex,2013,2013년 정신건강박람회 불안 장애 선별검사 결과,NA
OpenAlex,2021,A cross-sectional study assessing single session training in emotional attentional control and trait worry influences in training ability,NA
OpenAlex,2012,A la búsqueda del continuo de los rasgos adaptativos y desadaptativos en la personalidad normal y la personalidad patológica,NA
OpenAlex,2011,A self-presentational perspective on foreign language listening anxiety,NA
OpenAlex,2025,"Acceptance and Commitment Therapy Group Intervention on Anxiety Sensitivity, Worry Severity and Intolerance of Uncertainty in Patients with Generalized Anxiety Disorder",NA
OpenAlex,2019,???????????? ?????? ????????? ?????? ????????? ADHD??????????????? ?????????????????? ?????? ??????,NA
OpenAlex,2015,Adult Attachment as a Moderator of Treatment Outcome for Generalized Anxiety Disorder: Comparison between Cognitive-Behavioral Therapy (CBT) Plus Supportive Listening and CBT Plus Interpersonal and Emotional Processing Therapy,NA
OpenAlex,2017,Affectively Neutral Faces Acquire Aversive Value by Association with Negatively Valenced Scenes,NA
Semantic Scholar,2021,ALLEVIATING WORRY AND ENHANCING SAVORING USING POSITIVE PSYCHOLOGY TECHNIQUES- AN INTERVENTION STUDY AMONG SIBLINGS DURING COVID,NA
OpenAlex,2019,Alterações vasculares e transtorno bipolar : uma abordagem do perfil proteômico por biologia de sistemas,NA
Semantic Scholar,2019,An analysis of the Effectiveness of Cognitive Behavioral Therapy (CBT) in Reducing Generalized Anxiety Disorder (GAD) among Female Patients Affected by this Disorder,NA
OpenAlex,2024,"Ansiedade, depressão e estresse em refugiados e solicitantes de asilo na Espanha: o papel moderador da auto-compaixão e a preocupação como traço transdiagnóstico",NA
Semantic Scholar,2015,Anxiety and Depressive Symptoms Predict Future Executive Functioning Decline,NA
OpenAlex,2016,Anxiety Break: A Smartphone Application Used to Examine the Mediating Effects of Metacognition on Generalized Anxiety Disorder,NA
OpenAlex,2018,Análisis de la respuesta jerárquica en flexibilidad psicológica,NA
Semantic Scholar,2019,Assessing Worry in Children: Psychometric Evaluation of the Indonesian Version of Penn State Worry Questionnaire (PSWQ),NA
OpenAlex,2017,Assessment of validity and reliability of Gujarati translation of penn state worry questionnaire (PSWQ) in patients with generalized anxiety disorder (GAD) in comparative clinical trial of Buspirone & Sertraline tablets,NA
Semantic Scholar,2020,"Associations among sleep quality , severity of dissociation , pathological worry and functional impairment in multiple sclerosis : a case-control study",NA
PubMed,2019,Attentional Bias Modification Training for Patients with Generalised Anxiety Disorder: a Randomised Controlled Study.,NA
OpenAlex,2014,Avaliação das Respostas Ruminativas em Adolescentes: qualidades psicométricas da ERR-10-A,NA
Semantic Scholar,2021,Behavioral Model of Generalized Anxiety Disorder Psychotherapy,NA
Semantic Scholar,2019,"Brain Neurotransmitters, Cognitive Control, and Resting Heart Rate Variability (rHRV) in the MRI Environment",NA
OpenAlex,2017,Características psicométricas da versão portuguesa do Penn State Worry Questionnaire (PSWQ),NA
OpenAlex,2010,Cardiovascular Reactivity to and Recovery from Laboratory Tasks in Low and High Worry Women,NA
Europe PMC,2021,Care Recipient Diagnosis Moderates the Relationship Between Caregiver Worry and Vigilance,NA
Semantic Scholar,2018,Clinical profile associated with HIV risk in Spanish youth,NA
Semantic Scholar,2015,Cognitieve Bias Modificatie: Invloed van Interpretatiebias op Piekeren en Emotie bij Faalangst,NA
OpenAlex,2026,Cognitive and behavioural processes in symptoms of generalised anxiety disorder in a non-clinical sample,NA
OpenAlex,2011,Cognitive Predictors of Worry in an Adolescent Community Sample,NA
Europe PMC,2014,"Comparing attentional control and intrusive thoughts in obsessive-compulsive disorder, generalized anxiety disorder and non clinical population.",NA
Europe PMC,2021,Comparing Cognitive Behavioral Therapy versus Yoga for Helping Older Adults Address High Levels of Worry,NA
Semantic Scholar,2013,"Comparing metacognitive beliefs and worry in patients with anxiety,depression and non-patients",NA
OpenAlex,2014,Comparing the effectiveness of acceptance-based behavior therapy to applied relaxation on worry and generalized anxiety disorder symptoms,NA
Europe PMC,2019,"Comparing Two Ways to Treat Serious Worry Among Older Adults from Underserved, Racial or Ethnic Minority Communities",NA
Semantic Scholar,2011,"Comparison of Anxiety Sensitivity and Worry in Patients with majer depression, Panic Disorder and Normal Individuals",NA
OpenAlex,2018,"Comparison of The Anxiety, Worry and Intolerance of Uncertainty among individuals with Obsessive-Compulsive and Substance use Disorders",NA
OpenAlex,2019,Comparison of the effectiveness of mindfulness based on stress reduction therapy and neurofeedback training on the clinical symptoms of individual with generalized anxiety disorder: A clinical trial study,NA
Semantic Scholar,2011,Comparison of worry and Anxiety Control in olders and young adults,NA
OpenAlex,2025,coronavirus disease 2019,NA
OpenAlex,2017,Correlation of BIS BAS and PSWQ Measures,NA
Semantic Scholar,2011,Correlatos psicofisiológicos de Mindfulness y la preocupación: eficacia de un entrenamiento en habilidades Mindfulness,NA
OpenAlex,2014,Costrutti cognitivi dell'Ansia e Sindrome Fibromialgica.,NA
OpenAlex,2011,Delimitación diagnóstica y clínica del trastorno de somatización,NA
OpenAlex,2014,"Depression severity, engagement in activities and psychological processes - Assessment of a conceptual model: Preliminary results",NA
OpenAlex,2021,Descripción y análisis de las diferencias en la preocupación de los estudiantes ante la preparación de sus Trabajos Fin de Estudios,NA
Europe PMC,2014,Developing a low intensity CBT intervention for GAD in IAPT : a pilot feasibility and acceptability study,NA
Semantic Scholar,2012,Development of the Worry Tendency Questionnaire for Chinese Adolescents,NA
Europe PMC,2021,Did surgical delay due to COVD-19 affect the short- and longer-term mental health of patients?,NA
OpenAlex,2014,Difficulty gating threat-related stimuli from working memory in anxious individuals,NA
Semantic Scholar,2021,Dimensionality of the Penn State Worry Questionnaire and its brief versions,NA
Europe PMC,2012,"Effect of acceptance-based behavior therapy on severity of symptoms, worry and quality of life in women with generalized anxiety disorder.",NA
Semantic Scholar,2021,"EFFECT OF DUAL SITE TRANSCRANIAL DIRECT CURRENT STIMULATION ON ANXIETY, WORRY AND SLEEP IN GENERALISED ANXIETY DISORDER-A RANDOMIZED CLINICAL TRIAL",NA
OpenAlex,2016,Effectiveness of Cognitive Behavioral Therapy with Asian American Patients in an Acute Psychiatric Partial Hospital Program,NA
OpenAlex,2013,"Effectiveness of Parental Skills Training on Worry, Anxiety and Self-Efficacy Beliefs of Single-Child and Multi-Child Parents",NA
OpenAlex,2021,"Effectiveness of self-processing (smoker) grammar on the feeling of loneliness, anxiety and perceived stress of ptsd patients caused by kermanshah earthquake",NA
OpenAlex,2017,Efficacité de la stimulation magnétique transcrânienne répétée dans le trouble anxieux généralisé,NA
OpenAlex,2020,Efficacité de la stimulation magnétique transcrânienne répétée sur le trouble anxieux généralisé,NA
OpenAlex,2020,Efficacy of an acceptance-based group behavioral therapy for generalized anxiety disorder: a randomized clinical trial,NA
OpenAlex,2018,Efficacy of combined treatment based on acceptance and commitment in treatment of women with generalized anxiety disorder,NA
OpenAlex,2014,Efficacy of Spiritual Group Psychotherapy on the Infertility Consequences: A Randomized Clinical Trial,NA
Semantic Scholar,2016,El cuestionario de control del pensamiento (TCQ): propiedades psicométricas de la versión portuguesa (Portugal),NA
OpenAlex,2019,Emotion versus Metacognition - Mechanisms of Change in Metacognitive Therapy for Generalized Anxiety Disorder: Results from a Randomized Controlled Trial,NA
Semantic Scholar,2016,Enhanced awareness and attention: Unidimensional or multidimensional Construct? Factor structure and psychometric properties of Five Facet Mindfulness Questionnaire (FFMQ) in Iran,NA
Semantic Scholar,2017,Escitalopram for Older Adults With Generalized Anxiety Disorder,NA
Semantic Scholar,2020,Evaluation of the Prevalence of Generalized Anxiety Disorder and Its Association with Worry in Students of Zanjan University of Medical Sciences,NA
Semantic Scholar,2017,EXAMINED THE EFFECTIVENESS OF CBT (COGNITIVE BEHAVIOR THERAPY) ON ANXIETY AND ANXIETY IN CHILDREN WITH NOCTURNAL ENURESIS,NA
OpenAlex,2023,"Factor Structure, Measurement Invariance, and Concurrent Validity of the Penn State Worry Questionnaire Across Cultures and Psychopathology Cohorts",NA
OpenAlex,2019,Fear of Cancer Recurrence and Quality of Life among Gynecological Cancer Survivors Under Treatment,NA
OpenAlex,2012,Features of the Generalized Anxiety Symptoms and Their Influencing Factors,NA
OpenAlex,2024,"Funciones ejecutivas en niños y adolescentes con TOC, tricotilomanía y trastornos de ansiedad",NA
OpenAlex,2013,Furosemide in the treatment of generalized anxiety disorder: Case report and review of the literature,NA
Semantic Scholar,2018,Gender Differences in Self Reported Worrying and Emotional Regulation Deficits in Generalized Anxiety Disorder (GAD) Patients,NA
OpenAlex,2019,Generalized Anxiety Disorder and Comorbid Symptoms of Sleep: The Unified Protocol for Transdiagnostic Treatment of Emotional Disorders,NA
OpenAlex,2021,Group Emotion Regulation Therapy for Illness Anxiety Disorder: A Randomized Controlled Trial,NA
OpenAlex,2013,İlaç Hipersensitivitesi ile Başvuran Hastalarda Anksiyete Düzeylerinin Değerlendirilmesi ve Öykünün Doğruluğu,NA
OpenAlex,2015,Identifying differences of the level of worry with GAD (Generalized Anxiety Disorder) based on gender among engineering students using PSWQ (Penn State Worry Questionnaire),NA
OpenAlex,2016,"Impact of affective traits on response interference: modulations by trait negative affect, anxious arousal, and anxious apprehension",NA
OpenAlex,2015,Indecisión y duda en el Trastorno Obsesivo-Compulsivo,NA
OpenAlex,2010,Interim Report about The Comparative Clinical Study of Efficacy of Gamisoyo-san(Jiaweixiaoyaosan) on Anxiety of Generalized Anxiety disorder,NA
OpenAlex,2012,INTOLERANCE OF UNCERTAINTY AND WORRY AMONG PATIENTS WITH GENERALIZED ANXIETY DISORDER AND OBSESSIVE-COMPULSIVE DISORDER,NA
OpenAlex,2016,"Intolerance of Uncertainty, Worry, and Problem-Solving: Implications for Generalized Anxiety Disorder",NA
Semantic Scholar,2022,Investigating the Relation of Cognitive Emotion Regulation Strategies and Thought-Action Fusion with the Rate of Worry in the Students,NA
OpenAlex,2015,Investigating the Reliability and Validation of Luchiano and His Collegues` Thought Control Ability Questionnaire,NA
OpenAlex,2013,"Investigation of Relationship between Thoughts Fusion, its Components and Worry and Eating Disorders in Women",NA
OpenAlex,2012,La preocupación : teoría e intervención,NA
OpenAlex,2018,Levels of γ-Aminobutyric acid in the ventral lateral prefrontal cortex as a predictor of underdetermined selection ability,NA
Europe PMC,2013,Looking at Infertility Treatment through The Lens of The Meaning of Life: The Effect of Group Logotherapy on Psychological Distress in Infertile Women.,NA
Europe PMC,2012,Looking out for the secret wound: the effect of e-cognitive group therapy with emotional disclosure on the status of mental health in infertile women.,NA
OpenAlex,2016,LOW RESOLUTION ELECTROMAGNETIC TOMOGRAPHY (LORETA) ANALYSIS OF THE BRAINS ELECTROPHYSIOLOGICAL RESPONSE TO EMOTIONAL VISUAL STIMULI UNDER DIFFERING CONDITIONS,NA
Semantic Scholar,2011,Mediating Effects of Worry in the Relation of Stress and Somatization,NA
OpenAlex,2015,Metakognitiv gruppeterapi for pasienter med generalisert angstlidelse : en pilotstudie,NA
OpenAlex,2017,"Miedo, ansiedad y dolor intraoperatorio en el curso de la vasectomía y de la circuncisión bajo anestesia local",NA
OpenAlex,2018,Nie tylko „nerwica”. Poziom patologicznego zamartwiania i objawy lęku uogólnionego w populacji a skala zgłoszeń do lekarza podstawowej opieki zdrowotnej. Które zjawisko wyjaśnia więcej?,NA
OpenAlex,2013,NIVEL DE DEPRESIÓN Y PREOCUPACIÓN EN MUJERES ADOLESCENTES,NA
Europe PMC,2020,"Objective and Subjective Cognitive Function, and Relations With Quality of Life and Psychological Distress",NA
OpenAlex,2019,Odnos repetitivnih procesa mišljenja i dnevne pospanosti s nesanicom,NA
OpenAlex,2015,Oro och Rädslor hos barn- Kan Krona/Klave testet identifiera de barn som drivs av rädslor eller oro?,NA
Semantic Scholar,2014,"P52: Worry, Cognitive Avoidance, Intolerance of Uncertainty and Metacognitive Beliefs as Transdiagnostic Factors in Generalized Anxiety Disorder and Obsessive Compulsive Disorder",NA
Semantic Scholar,2018,Patterns of Heart Rate Variability Predictive of Internalizing Symptoms in a Non-Clinical Youth Sample,NA
OpenAlex,2019,PENGARUH INTOLERANCE OF UNCERTAINTY TERHADAP GENERALIZED ANXIETY DISORDER PADA REMAJA,NA
OpenAlex,2018,Penn State Worry Questionnaire (PSWQ),NA
Semantic Scholar,2018,Prediction of Insomnia Severity Based on Cognitive and Emotional Variables and Personality Traits Presented by DSM-5 in Students of Kurdistan University in 2016,NA
Semantic Scholar,2019,"Prediction of Worry Based on Behavioral Activation and Inhibition Systems (BAS/BIS), Cognitive Emotion Regulation Strategies and Intolerance of Uncertainty in Students",NA
Europe PMC,2012,Preventing worry and rumination by induced positive emotion.,NA
OpenAlex,2020,Proaktiv Interferens i Arbetsminnet:Åldersskillnader och Kopplingen till Negativa Tankar,NA
OpenAlex,2016,Problemas de ansiedad en niños y adolescentes y su relación con variables cognitivas disfuncionales,NA
OpenAlex,2015,Psikolojik semptomların duygusal boyutu: algılanan ebeveyn tutumları ve duygu düzenleme problemlerinin rolü.,NA
Europe PMC,2016,Psychological stress moderates the relationship between running volume and CD4+ T cell subpopulations.,NA
Europe PMC,2018,Psychometric Characteristics of the Original and Brief Version of the Penn State Worry Questionnaire (PSWQ) in Mexican Samples.,NA
OpenAlex,2020,Psychometric Properties of the Chinese Version of the Intolerance of Uncertainty Inventory in Chinese College Students,NA
